path,class_name
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-37.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-31_aug16.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-23_aug11.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-22_aug10.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-19.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-71.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-95_aug49.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-90.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-106.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-105_aug1.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-31.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-75.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-2_aug8.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-37_aug18.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-47.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-24_aug12.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-50.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-15.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-18.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-32_aug17.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-67_aug32.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-39.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-57_aug29.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-81.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-79_aug40.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-4.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-100.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-89_aug45.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-19_aug7.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-81_aug43.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-11_aug3.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-78_aug39.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-51.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-43_aug21.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-71_aug34.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X1_2016-2019/SUV_X1-55_aug27.jpg,BMW/SUV_X1/2016-2019
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-18.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-187.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-63.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-147.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-135.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-6.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-137.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-15.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-118.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-175.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-24.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-129.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-132.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-95.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-74.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-81.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-172.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-163.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-150.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-5.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-122.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-62.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-31.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-4.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-185.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-102.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-25.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-12.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-177.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-58.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-143.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-133.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-8.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-44.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-152.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-112.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-100.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-141.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-16.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-23.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-96.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-107.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-76.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-27.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-43.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-94.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-3.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-104.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-90.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-191.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-127.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-164.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-149.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-38.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-36.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-190.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-151.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-32.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-110.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-64.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-161.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-116.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-84.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-61.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-29.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-109.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-75.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-105.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-173.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-126.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-186.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-155.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-73.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-9.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-41.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-91.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-145.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-72.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-28.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2011-2017/SUV_X3-71.jpg,BMW/SUV_X3/2011-2017
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-57.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-56.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-50_aug38.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-131.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-14_aug12.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-80.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-106.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-157_aug17.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-146.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-181_aug25.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-17_aug20.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-136.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-113_aug2.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-115_aug3.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-167_aug19.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-68.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-78.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-54_aug39.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-178_aug23.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-49.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-22.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-170.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-33.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-65_aug43.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-188_aug27.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-79.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-22_aug30.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-184.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-39_aug34.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-34.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-128.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-7.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-123_aug6.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-136_aug10.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-170_aug21.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-66.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-68_aug45.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-99.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-33_aug32.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-14.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-42.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-178.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-54.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-55.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-159.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-140_aug13.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-128_aug8.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-124_aug7.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-124.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-39.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-69_aug46.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-69.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-113.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-93.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-148.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-50.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-121_aug5.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-146_aug15.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-171.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-131_aug9.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-179.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-121.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-123.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-142_aug14.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-193_aug29.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-167.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-184_aug26.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-65.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-49_aug37.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-17.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-1.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-57_aug42.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-117_aug4.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-55_aug40.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-1_aug0.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-42_aug36.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-181.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-159_aug18.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-26_aug31.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X3_2018-2020/SUV_X3-179_aug24.jpg,BMW/SUV_X3/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-62.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-61.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-42_aug27.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-21.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-10_aug1.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-71.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-10.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-17_aug6.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-28.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-27_aug14.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-21_aug9.jpg,BMW/SUV_X4/2018-2020
./data/dataset/BMW_SUV_X4_2018-2020/SUV_X4-22.jpg,BMW/SUV_X4/2018-2020
